Name,Active substance,Date of authorisation / refusal,Status,Therapeutic area,url
Vedrop,tocofersolan,2009-07-24,Authorised,Cholestasis  Vitamin E Deficiency,index.jsp?curl=pages/medicines/human/medicines/000920/human_med_001129.jsp
Velcade,bortezomib,2004-04-26,Authorised,Multiple Myeloma,index.jsp?curl=pages/medicines/human/medicines/000539/human_med_001130.jsp
Velmetia,sitagliptin / metformin hydrochloride,2008-07-16,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000862/human_med_001131.jsp
Velosulin,insulin human,2002-10-07,Withdrawn,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000423/human_med_001132.jsp
Velphoro,"mixture of polynuclear iron(III)-oxyhydroxide, sucrose and starches",2014-08-26,Authorised,Hyperphosphatemia  Renal Dialysis,index.jsp?curl=pages/medicines/human/medicines/002705/human_med_001795.jsp
Venclyxto,venetoclax,2016-12-05,Authorised,"Leukemia, Lymphocytic, Chronic, B-Cell",index.jsp?curl=pages/medicines/human/medicines/004106/human_med_002045.jsp
Ventavis,iloprost,2003-09-16,Authorised,"Hypertension, Pulmonary",index.jsp?curl=pages/medicines/human/medicines/000474/human_med_001133.jsp
Venvia,rosiglitazone,2000-07-11,Withdrawn,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000270/human_med_001134.jsp
Vepacel,"Influenza virus (whole virion, inactivated), containing antigen of: A/Vietnam/1203/2004 (H5N1)",2012-02-17,Authorised,"Disease Outbreaks  Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/002089/human_med_001543.jsp
Vfend,voriconazole,2002-03-19,Authorised,Aspergillosis  Candidiasis  Mycoses,index.jsp?curl=pages/medicines/human/medicines/000387/human_med_001135.jsp
Viagra,sildenafil,1998-09-14,Authorised,Erectile Dysfunction,index.jsp?curl=pages/medicines/human/medicines/000202/human_med_001136.jsp
Vibativ,telavancin,2011-09-02,Authorised,"Cross Infection  Pneumonia, Bacterial",index.jsp?curl=pages/medicines/human/medicines/001240/human_med_001467.jsp
Victoza,liraglutide,2009-06-30,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001026/human_med_001137.jsp
Victrelis,boceprevir,2011-07-18,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/002332/human_med_001464.jsp
Vidaza,azacitidine,2008-12-17,Authorised,Myelodysplastic Syndromes,index.jsp?curl=pages/medicines/human/medicines/000978/human_med_001138.jsp
Viekirax,ombitasvir / paritaprevir / ritonavir,2015-01-15,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/003839/human_med_001838.jsp
Vimizim,recombinant human n-acetylgalactosamine-6-sulfatase (rhgalns),2014-04-28,Authorised,Mucopolysaccharidosis IV,index.jsp?curl=pages/medicines/human/medicines/002779/human_med_001759.jsp
Vimpat,lacosamide,2008-08-29,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/000863/human_med_001139.jsp
Vipdomet,alogliptin benzoate / metformin hydrochloride,2013-09-19,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002654/human_med_001695.jsp
Vipidia,alogliptin,2013-09-19,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002182/human_med_001696.jsp
Viracept,nelfinavir,1998-01-22,Withdrawn,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000164/human_med_001140.jsp
Viraferon,interferon alfa-2b,2000-03-09,Withdrawn,"Hepatitis B, Chronic  Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/000282/human_med_001141.jsp
ViraferonPeg,peginterferon alfa-2b,2000-05-29,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/000329/human_med_001142.jsp
Viramune,nevirapine,1998-02-05,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000183/human_med_001143.jsp
Viread,tenofovir disoproxil fumarate,2002-02-05,Authorised,"HIV Infections  Hepatitis B, Chronic",index.jsp?curl=pages/medicines/human/medicines/000419/human_med_001144.jsp
Vistide,cidofovir,1997-04-23,Withdrawn,Cytomegalovirus Retinitis,index.jsp?curl=pages/medicines/human/medicines/000121/human_med_001145.jsp
Visudyne,verteporfin,2000-07-27,Authorised,"Macular Degeneration  Myopia, Degenerative",index.jsp?curl=pages/medicines/human/medicines/000305/human_med_001146.jsp
Vitekta,elvitegravir,2013-11-13,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/002577/human_med_001710.jsp
Vitrasert Implant,ganciclovir,1997-03-18,Withdrawn,Cytomegalovirus Retinitis  HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000120/human_med_001147.jsp
Vitravene,fomivirsen,1999-07-29,Withdrawn,Cytomegalovirus Retinitis  HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000244/human_med_001148.jsp
Vivanza,vardenafil,2003-03-04,Authorised,Erectile Dysfunction,index.jsp?curl=pages/medicines/human/medicines/000488/human_med_001149.jsp
Vizamyl,flutemetamol (18F),2014-08-22,Authorised,Alzheimer Disease  Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/002557/human_med_001794.jsp
Vizarsin,sildenafil,2009-09-21,Authorised,Erectile Dysfunction,index.jsp?curl=pages/medicines/human/medicines/001076/human_med_001150.jsp
Vokanamet,canagliflozin / metformin hydrochloride,2014-04-23,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002656/human_med_001760.jsp
Volibris,ambrisentan,2008-04-21,Authorised,"Hypertension, Pulmonary",index.jsp?curl=pages/medicines/human/medicines/000839/human_med_001151.jsp
Voncento,human coagulation factor VIII / human von willebrand factor,2013-08-12,Authorised,Hemophilia A  von Willebrand Diseases,index.jsp?curl=pages/medicines/human/medicines/002493/human_med_001670.jsp
Voriconazole Accord,voriconazole,2013-05-16,Authorised,Aspergillosis  Candidiasis  Mycoses,index.jsp?curl=pages/medicines/human/medicines/002669/human_med_001651.jsp
Voriconazole Hospira,voriconazole,2015-05-27,Authorised,Aspergillosis  Bacterial Infections and Mycoses  Candidiasis,index.jsp?curl=pages/medicines/human/medicines/003737/human_med_001866.jsp
Votrient,pazopanib,2010-06-14,Authorised,"Carcinoma, Renal Cell",index.jsp?curl=pages/medicines/human/medicines/001141/human_med_001337.jsp
Votubia,everolimus,2011-09-02,Authorised,Tuberous Sclerosis,index.jsp?curl=pages/medicines/human/medicines/002311/human_med_001484.jsp
Vpriv,velaglucerase alfa,2010-08-26,Authorised,Gaucher Disease,index.jsp?curl=pages/medicines/human/medicines/001249/human_med_001381.jsp
Vylaer Spiromax,budesonide / formoterol fumarate dihydrate,2014-11-19,Withdrawn,"Asthma  Pulmonary Disease, Chronic Obstructive",index.jsp?curl=pages/medicines/human/medicines/003952/human_med_001823.jsp
Vyndaqel,tafamidis,2011-11-16,Authorised,Amyloidosis,index.jsp?curl=pages/medicines/human/medicines/002294/human_med_001498.jsp
Wakix,pitolisant,2016-03-31,Authorised,Narcolepsy,index.jsp?curl=pages/medicines/human/medicines/002616/human_med_001955.jsp
Wilzin,zinc,2004-10-13,Authorised,Hepatolenticular Degeneration,index.jsp?curl=pages/medicines/human/medicines/000535/human_med_001152.jsp
Xadago,safinamide methanesulfonate,2015-02-24,Authorised,Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/002396/human_med_001847.jsp
Xagrid,anagrelide,2004-11-16,Authorised,"Thrombocythemia, Essential",index.jsp?curl=pages/medicines/human/medicines/000480/human_med_001153.jsp
Xalkori,crizotinib,2012-10-23,Authorised,"Carcinoma, Non-Small-Cell Lung",index.jsp?curl=pages/medicines/human/medicines/002489/human_med_001592.jsp
Xaluprine (previously Mercaptopurine Nova Laboratories),6-mercaptopurine monohydrate,2012-03-09,Authorised,"Leukemia, Lymphoid",index.jsp?curl=pages/medicines/human/medicines/002022/human_med_001490.jsp
Xapit,parecoxib,2002-03-22,Withdrawn,"Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/000380/human_med_001154.jsp
Xarelto,rivaroxaban,2008-09-30,Authorised,"Arthroplasty, Replacement  Venous Thromboembolism",index.jsp?curl=pages/medicines/human/medicines/000944/human_med_001155.jsp
Xelevia,sitagliptin,2007-03-21,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000762/human_med_001156.jsp
Xeloda,capecitabine,2001-02-02,Authorised,Breast Neoplasms  Colonic Neoplasms  Colorectal Neoplasms  Stomach Neoplasms,index.jsp?curl=pages/medicines/human/medicines/000316/human_med_001157.jsp
Xenical,orlistat,1998-07-29,Authorised,Obesity,index.jsp?curl=pages/medicines/human/medicines/000154/human_med_001158.jsp
Xeplion,paliperidone palmitate,2011-03-04,Authorised,Schizophrenia,index.jsp?curl=pages/medicines/human/medicines/002105/human_med_001424.jsp
Xeristar,duloxetine,2004-12-17,Authorised,"Anxiety Disorders  Depressive Disorder, Major  Diabetic Neuropathies",index.jsp?curl=pages/medicines/human/medicines/000573/human_med_001159.jsp
Xgeva,denosumab,2011-07-13,Authorised,"Fractures, Bone  Neoplasm Metastasis",index.jsp?curl=pages/medicines/human/medicines/002173/human_med_001463.jsp
Xiapex,collagenase Clostridium histolyticum,2011-02-28,Authorised,Dupuytren Contracture,index.jsp?curl=pages/medicines/human/medicines/002048/human_med_001423.jsp
Xigduo,metformin hydrochloride / dapagliflozin propanediol monohydrate,2014-01-16,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002672/human_med_001721.jsp
Xigris,drotrecogin alfa (activated),2002-08-22,Withdrawn,Multiple Organ Failure  Sepsis,index.jsp?curl=pages/medicines/human/medicines/000396/human_med_001160.jsp
Xiliarx,vildagliptin,2008-11-19,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001051/human_med_001161.jsp
Xofigo,radium Ra223 dichloride,2013-11-13,Authorised,Prostatic Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002653/human_med_001692.jsp
Xolair,omalizumab,2005-10-25,Authorised,Asthma  Urticaria,index.jsp?curl=pages/medicines/human/medicines/000606/human_med_001162.jsp
Xoterna Breezhaler,indacaterol / glycopyrronium bromide,2013-09-19,Authorised,"Pulmonary Disease, Chronic Obstructive",index.jsp?curl=pages/medicines/human/medicines/003755/human_med_001693.jsp
Xtandi,enzalutamide,2013-06-21,Authorised,Prostatic Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002639/human_med_001663.jsp
Xultophy,insulin degludec / liraglutide,2014-09-18,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002647/human_med_001802.jsp
Xydalba,dalbavancin hcl,2015-02-19,Authorised,"Skin Diseases, Bacterial  Soft Tissue Infections",index.jsp?curl=pages/medicines/human/medicines/002840/human_med_001848.jsp
Xyrem,sodium oxybate,2005-10-13,Authorised,Cataplexy  Narcolepsy,index.jsp?curl=pages/medicines/human/medicines/000593/human_med_001163.jsp
Yellox,bromfenac sodium sesquihydrate,2011-05-18,Authorised,"Ophthalmologic Surgical Procedures  Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/001198/human_med_001455.jsp
Yentreve,duloxetine hydrochloride,2004-08-11,Authorised,"Urinary Incontinence, Stress",index.jsp?curl=pages/medicines/human/medicines/000545/human_med_001164.jsp
Yervoy,ipilimumab,2011-07-13,Authorised,Melanoma,index.jsp?curl=pages/medicines/human/medicines/002213/human_med_001465.jsp
Yondelis,trabectedin,2007-09-17,Authorised,Ovarian Neoplasms  Sarcoma,index.jsp?curl=pages/medicines/human/medicines/000464/human_med_001309.jsp
Yondelis,trabectedin,2004-09-07,Refused,Sarcoma,index.jsp?curl=pages/medicines/human/medicines/000464/human_med_001309.jsp
Ytracis,yttrium [90Y] chloride,2003-03-24,Authorised,Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/000460/human_med_001166.jsp
Yttriga,yttrium [90Y] chloride,2006-01-19,Authorised,Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/000596/human_med_001167.jsp
Zalasta,olanzapine,2007-09-27,Authorised,Bipolar Disorder  Schizophrenia,index.jsp?curl=pages/medicines/human/medicines/000792/human_med_001168.jsp
Zalmoxis,Allogeneic T cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (ΔLNGFR) and the herpes simplex I virus thymidine kinase (HSV-TK Mut2),2016-08-18,Authorised,Graft vs Host Disease  Hematopoietic Stem Cell Transplantation,index.jsp?curl=pages/medicines/human/medicines/002801/human_med_002016.jsp
Zaltrap,aflibercept,2013-02-01,Authorised,Colorectal Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002532/human_med_001617.jsp
Zalviso,sufentanil,2015-09-18,Authorised,"Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/002784/human_med_001916.jsp
Zartra,imiquimod,1998-09-18,Withdrawn,Condylomata Acuminata,index.jsp?curl=pages/medicines/human/medicines/000180/human_med_001169.jsp
Zarzio,filgrastim,2009-02-06,Authorised,Cancer  Hematopoietic Stem Cell Transplantation  Neutropenia,index.jsp?curl=pages/medicines/human/medicines/000917/human_med_001170.jsp
Zavesca,miglustat,2002-11-20,Authorised,Gaucher Disease  Niemann-Pick Diseases,index.jsp?curl=pages/medicines/human/medicines/000435/human_med_001171.jsp
Zavicefta,ceftazidime / avibactam,2016-06-24,Authorised,"Diseases  Gram-Negative Bacterial Infections  Pneumonia  Pneumonia, Bacterial  Soft Tissue Infections  Urinary Tract Infections",index.jsp?curl=pages/medicines/human/medicines/004027/human_med_001993.jsp
Zebinix,eslicarbazepine acetate,2009-04-21,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/000988/human_med_001172.jsp
Zeffix,lamivudine,1999-07-29,Authorised,"Hepatitis B, Chronic",index.jsp?curl=pages/medicines/human/medicines/000242/human_med_001173.jsp
Zeftera (previously Zevtera),ceftobiprole medocaril,2010-09-16,Refused,"Skin Diseases, Infectious  Soft Tissue Infections",index.jsp?curl=pages/medicines/human/medicines/000883/human_med_001315.jsp
Zelboraf,vemurafenib,2012-02-17,Authorised,Melanoma,index.jsp?curl=pages/medicines/human/medicines/002409/human_med_001544.jsp
Zelnorm,tegaserod,2006-05-19,Refused,Irritable Bowel Syndrome,index.jsp?curl=pages/medicines/human/medicines/000621/human_med_001174.jsp
Zenapax,daclizumab,1999-02-26,Withdrawn,Graft Rejection  Kidney Transplantation,index.jsp?curl=pages/medicines/human/medicines/000198/human_med_001175.jsp
Zepatier,elbasvir / grazoprevir,2016-07-22,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/004126/human_med_002001.jsp
Zerbaxa,ceftolozane sulfate / tazobactam sodium,2015-09-18,Authorised,Bacterial Infections,index.jsp?curl=pages/medicines/human/medicines/003772/human_med_001917.jsp
Zerene,zaleplon,1999-03-12,Withdrawn,Sleep Initiation and Maintenance Disorders,index.jsp?curl=pages/medicines/human/medicines/000228/human_med_001176.jsp
Zerit,stavudine,1996-05-08,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000110/human_med_001177.jsp
Zevalin,ibritumomab tiuxetan,2004-01-16,Authorised,"Lymphoma, Follicular",index.jsp?curl=pages/medicines/human/medicines/000547/human_med_001178.jsp
Ziagen,abacavir,1999-07-08,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000252/human_med_001179.jsp
Zimulti,rimonabant,2006-06-19,Withdrawn,Obesity,index.jsp?curl=pages/medicines/human/medicines/000691/human_med_001180.jsp
Zinbryta,daclizumab,2016-07-01,Authorised,Multiple Sclerosis,index.jsp?curl=pages/medicines/human/medicines/003862/human_med_001987.jsp
Zinforo,ceftaroline fosamil,2012-08-23,Authorised,"Community-Acquired Infections  Pneumonia  Skin Diseases, Infectious",index.jsp?curl=pages/medicines/human/medicines/002252/human_med_001584.jsp
Zoely,nomegestrol acetate / estradiol,2011-07-27,Authorised,Contraception,index.jsp?curl=pages/medicines/human/medicines/001213/human_med_001452.jsp
Zoledronic Acid Accord,zoledronic acid monohydrate,2014-01-16,Authorised,"Cancer  Fractures, Bone  Hypercalcemia",index.jsp?curl=pages/medicines/human/medicines/002667/human_med_001722.jsp
Zoledronic acid Actavis,zoledronic acid monohydrate,2012-04-20,Authorised,"Fractures, Bone",index.jsp?curl=pages/medicines/human/medicines/002488/human_med_001557.jsp
Zoledronic Acid Hospira,zoledronic acid monohydrate,2012-11-19,Authorised,Hypercalcemia,index.jsp?curl=pages/medicines/human/medicines/002365/human_med_001601.jsp
Zoledronic acid medac,zoledronic acid monohydrate,2012-08-03,Authorised,"Cancer  Fractures, Bone",index.jsp?curl=pages/medicines/human/medicines/002359/human_med_001577.jsp
Zoledronic acid Mylan,zoledronic acid,2012-08-23,Authorised,"Fractures, Bone",index.jsp?curl=pages/medicines/human/medicines/002482/human_med_001585.jsp
Zoledronic acid Teva,zoledronic acid,2012-08-16,Authorised,"Cancer  Fractures, Bone",index.jsp?curl=pages/medicines/human/medicines/002439/human_med_001562.jsp
Zoledronic acid Teva Generics,zoledronic acid monohydrate,2014-03-27,Withdrawn,Osteitis Deformans  Osteoporosis,index.jsp?curl=pages/medicines/human/medicines/002805/human_med_001743.jsp
Zoledronic acid Teva Pharma,zoledronic acid,2012-08-16,Authorised,"Osteitis Deformans  Osteoporosis  Osteoporosis, Postmenopausal",index.jsp?curl=pages/medicines/human/medicines/002437/human_med_001563.jsp
Zomarist,vildagliptin / metformin hydrochloride,2008-12-01,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001049/human_med_001181.jsp
Zometa,zoledronic acid / zoledronic acid monohydrate,2001-03-20,Authorised,"Cancer  Fractures, Bone",index.jsp?curl=pages/medicines/human/medicines/000336/human_med_001182.jsp
Zonegran,zonisamide,2005-03-10,Authorised,"Epilepsies, Partial",index.jsp?curl=pages/medicines/human/medicines/000577/human_med_001183.jsp
Zonisamide Mylan,zonisamide,2016-03-31,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/004127/human_med_001971.jsp
Zontivity,vorapaxar sulfate,2015-01-19,Authorised,Myocardial Infarction,index.jsp?curl=pages/medicines/human/medicines/002814/human_med_001839.jsp
Zostavax,"varicella-zoster virus (live, attenuated)",2006-05-19,Authorised,Herpes Zoster  Immunization,index.jsp?curl=pages/medicines/human/medicines/000674/human_med_001185.jsp
