,Name,Active substance,Date of authorisation / refusal,Status,Therapeutic area,url,atc,emea,indication,wdid,wdid_mix,rxcui,rxcui_mix,rxcui_combo
836,Ribavirin Teva,ribavirin,2009-03-31,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/001018/human_med_001037.jsp,J05AB04,EMEA/H/C/001018,"Ribavirin Teva is indicated for the treatment of chronic hepatitis C virus (HCV) infection in adults, children 3 years of age and older and adolescents and must only be used as part of a combination regimen with interferon alfa-2b. Ribavirin monotherapy must not be used.
There is no safety or efficacy information on the use of Ribavirin with other forms of interferon (i.e. not alfa-2b).
Nave patients
Adult patients
Ribavirin Teva is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, with elevated alanine aminotransferase (ALT), who are positive for hepatitis C viral ribonucleic acid HCV-RNA.
Paediatric patients (children 3 years of age and older and adolescents)
Ribavirin Teva is indicated, in a combination regimen with interferon alfa2b, for the treatment of children and adolescents 3 years of age and older, who have all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, and who are positive for HCV-RNA.
When deciding not to defer treatment until adulthood, it is important to consider that the combination therapy induced a growth inhibition that may be irreversible in some patients. The reversibility of growth inhibition is uncertain. The decision to treat should be made on a case by case basis.
Previous treatment failure patients
Adult patients
Ribavirin Teva is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with chronic hepatitis C who have previously responded (with normalisation of ALT at the end of treatment) to interferon alpha monotherapy but who have subsequently relapsed.",Q421862,,9344,,
837,Ribavirin Teva Pharma B.V.,ribavirin,2009-07-01,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/001064/human_med_001038.jsp,J05AB04,EMEA/H/C/001064,"Ribavirin Teva Pharma B.V. is indicated for the treatment of chronic hepatitis-C-virus (HCV) infection in adults, children three years of age or older and adolescents and must only be used as part of a combination regimen with interferon alfa-2b. Ribavirin monotherapy must not be used.There is no safety or efficacy information on the use of ribavirin with other forms of interferon (i.e. not alfa-2b).
Nave patients
Adult patients
Ribavirin Teva Pharma B.V. is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, with elevated alanine aminotransferase (ALT), who are positive for HCV ribonucleic acid (HCV-RNA).Paediatric patients 
(childrenthree years of age and older and adolescents)
Ribavirin Teva Pharma B.V. is indicated in a combination regimen with interferon alfa-2b, for the treatment of children and adolescentsthree years of age and older, who have all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, and who are positive for HCV-RNA.When deciding to not to defer treatment until adulthood, it is important to consider that the combination therapy induced a growth inhibition, that may be irreversible in some patients.
The decision to treat should be made on a case-by-case basis.Previous-treatment-failure patients
Adult patients
Ribavirin Teva Pharma B.V. is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with chronic hepatitis C who have previously responded (with normalisation of ALT at the end of treatment) to interferon alpha monotherapy but who have subsequently relapsed.",Q421862,,9344,,
838,Rienso,ferumoxytol,2012-06-15,Withdrawn,"Anemia  Kidney Failure, Chronic",index.jsp?curl=pages/medicines/human/medicines/002215/human_med_001569.jsp,B03  ,EMEA/H/C/002215,"Rienso is indicated for the intravenous treatment of iron-deficiency anaemia in adult patients with chronic kidney disease (CKD).
The diagnosis of iron deficiency must be based on appropriate laboratory tests (see section 4.2).",,,,,
839,Rilonacept Regeneron (previously Arcalyst),rilonacept,2009-10-23,Withdrawn,Cryopyrin-associated Periodic Syndromes,index.jsp?curl=pages/medicines/human/medicines/001047/human_med_000653.jsp,L04AC08,EMEA/H/C/001047,"Rilonacept Regeneron is indicated for the treatment of cryopyrin-associated periodic syndromes (CAPS) with severe symptoms, including familial cold auto-inflammatory syndrome (FCAS) and Muckle-Wells syndrome (MWS), in adults and children aged 12 years and older.",Q3655009,,,,
840,Rilutek,riluzole,1996-06-10,Authorised,Amyotrophic Lateral Sclerosis,index.jsp?curl=pages/medicines/human/medicines/000109/human_med_001039.jsp,N07XX02,EMEA/H/C/000109,"Rilutek is indicated to extend life or the time to mechanical ventilation for patients with amyotrophic lateral sclerosis (ALS).
Clinical trials have demonstrated that Rilutek extends survival for patients with ALS.
Survival was defined as patients who were alive, not intubated for mechanical ventilation and tracheotomy-free.
There is no evidence that Rilutek exerts a therapeutic effect on motor function, lung function, fasciculations, muscle strength and motor symptoms.
Rilutek has not been shown to be effective in the late stages of ALS.
Safety and efficacy of Rilutek has only been studied in ALS. Therefore, Rilutek should not be used in patients with any other form of motor-neurone disease.",Q415744,,35623,,
841,Riluzole Zentiva,riluzole,2012-05-07,Authorised,Amyotrophic Lateral Sclerosis,index.jsp?curl=pages/medicines/human/medicines/002622/human_med_001551.jsp,N07XX02 ,EMEA/H/C/002622,"Riluzole Zentiva is indicated to extend life or the time to mechanical ventilation for patients with amyotrophic lateral sclerosis (ALS).
Clinical trials have demonstrated that Riluzole Zentiva extends survival for patients with ALS (see section 5.1). Survival was defined as patients who were alive, not intubated for mechanical ventilation and tracheotomy-free.
There is no evidence that Riluzole Zentiva exerts a therapeutic effect on motor function, lung function, fasciculations, muscle strength and motor symptoms. Riluzole Zentiva has not been shown to be effective in the late stages of ALS.
Safety and efficacy of Riluzole Zentiva has only been studied in ALS. Therefore, Riluzole Zentiva should not be used in patients with any other form of motor-neurone disease.",Q415744,,35623,,
842,Riprazo,aliskiren,2007-08-22,Withdrawn,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000853/human_med_001040.jsp,C09XA02,EMEA/H/C/000853,Treatment of essential hypertension.,Q414904,,325646,,
843,Riprazo HCT,aliskiren / hydrochlorothiazide,2011-04-13,Withdrawn,Hypertension,,C09XA52,EMEA/H/C/002420,"Treatment of essential hypertension in adults.
Riprazo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone.
Rirpozo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",,"['Q414904', 'Q423930']",,"['325646', '5487']",
844,Ristaben,sitagliptin,2010-03-15,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001234/human_med_001331.jsp,A10BH01,EMEA/H/C/001234,"For adult patients with type-2 diabetes mellitus, Ristaben is indicated to improve glycaemic control:

as monotherapy: 

in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance;


as dual oral therapy in combination with: 

metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control;
a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance;
a peroxisome proliferator-activated-receptor-gamma (PPAR) agonist (i.e. a thiazolidinedione) when use of a PPAR agonist is appropriate and when diet and exercise plus the PPAR agonist alone do not provide adequate glycaemic control;


as triple oral therapy in combination with: 

a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control;
a PPAR agonist and metformin when use of a PPAR agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control.



Ristaben is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control.",Q419832,,593411,,
845,Ristempa,pegfilgrastim,2015-04-13,Authorised,Neutropenia,index.jsp?curl=pages/medicines/human/medicines/003910/human_med_001859.jsp,L03AA13,EMEA/H/C/003910,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes),Q1592932,,,,
846,Ristfor,sitagliptin / metformin hydrochloride,2010-03-15,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001235/human_med_001330.jsp,A10BH01,EMEA/H/C/001235,"For patients with type-2 diabetes mellitus:

Ristfor is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin.
Ristfor is indicated in combination with a sulphonylurea (i.e. triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.
Ristfor is indicated as triple combination therapy with a peroxisome proliferator-activated-receptor-gamma (PPAR) agonist (i.e. a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPAR agonist.
Ristfor is also indicated as add-on to insulin (i.e. triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dose of insulin and metformin alone do not provide adequate glycaemic control.
",Q419832,"['Q419832', 'Q27089363']",593411,"['593411', '235743']",
847,Rivastigmine 1 A Pharma,rivastigmine,2009-12-11,Authorised,Alzheimer Disease  Dementia  Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/001181/human_med_001210.jsp,N06DA03,EMEA/H/C/001181,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.,Q411887,,183379,,
