,Product,EU Designation,Designated Orphan Indication,Sponsor,Designation date,TradenameEU Centralised NrImplemented on,drug_qid,indication,doid,hpo,ordo,mesh,indication_qid_doid,indication_qid_ordo,indication_qid_mesh
1225,"RNA, [P-deoxy-P-(dimethylamino)] (2',3'-dideoxy-2',3'-imino-2',3'-seco) (2'a?5')(C-m5U-C-C-A-A-C-A-m5U-C-A-A-G-G-A-A-G-A-m5U-G-G-C-A-m5U-m5U-m5U-C-m5U-A-G), P-[4-[[2-[2-(2-hydroxyethoxy)ethoxy] ethoxy]carbonyl]-1-piperazinyl]-N,Ndimethylaminophosphonamidate",EU/3/08/586,Treatment of Duchenne muscular dystrophy,AVI BioPharma International Ltd,03/12/2008,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
1226,Rovalpituzumab tesirine,EU/3/16/1667,Treatment of small cell lung cancer,Aceso Biologics Consulting Ltd,30/05/2016,,,small cell lung cancer,,http://purl.obolibrary.org/obo/HP_0030357,http://www.orpha.net/ORDO/Orphanet_70573,D055752,,,Q19000544
1227,R-salbutamol sulphate,EU/3/07/481,Treatment of cutaneous forms of lupus erythematosus,Astion Pharma A/S,14/09/2007,,,cutaneos forms of lupus erythematosus,,,,,,,
1228,"R,S-O-(3-piperidino-2-hydroxy-1-propyl)-nicotinic acid amidoxime dihydrochloride",EU/3/13/1122,Treatment of Duchenne muscular dystrophy,Vudbenk Life Science Kft.,26/04/2013,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
1229,Rubitecan,EU/3/03/145,Treatment of pancreatic cancer,Eurogen Pharmaceuticals Limited,10/06/2003,,Q510113,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
1230,Rucaparib,EU/3/12/1049,Treatment of ovarian cancer,Clovis Oncology UK Limited,10/10/2012,,Q7376558,ovarian cancer,http://purl.obolibrary.org/obo/DOID_2394,,http://www.orpha.net/ORDO/Orphanet_213500,D010051,Q172341,,Q172341
1231,Rufinamide,EU/3/04/240,Treatment of Lennox-Gastaut syndrome,Eisai Limited,20/10/2004,InovelonEU/1/06/37818/01/2007,Q408565,lennoxgastaut syndrome,http://purl.obolibrary.org/obo/DOID_0050561,,http://www.orpha.net/ORDO/Orphanet_2382,,Q1544884,,
1232,S[+] apomorphine,EU/3/12/954,Treatment of amyotrophic lateral sclerosis,University of Sheffield,09/02/2012,,,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
1233,"(S)-10-[(dimethylamino)methyl]-4-ethyl-9-hydroxy-4-O-[alpha-(2'', 4'', 5'', 7''-tetranitro-9''-fluorenylideneaminooxy)propionyl]-1H-pyrano[3', 4', 6', 7']indolizino[1,2-beta]-quinoline-3, 14-(4H), 12H)-dione, hydrochloride",EU/3/10/788,Treatment of hepatocellular carcinoma,TLC Biopharmaceuticals B.V.,01/10/2010,,,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
1234,"(S)-2-(1-((6-amino-5-cyanopyrimidin-4-yl)amino)ethyl)-4-oxo-3-phenyl-3,4-dihydropyrrolo[2,1-f][1,2,4]triazine-5-carbonitrile",EU/3/14/1335,Treatment of pemphigus,"Almirall, S.A.",15/10/2014,,,pemphigus,http://purl.obolibrary.org/obo/DOID_9182,,,D010392,Q1483214,,Q1483214
1235,"S-[2,3-bispalmitoyloxy-(2R)-propyl]-cysteinyl-GNNDESNISFKEK",EU/3/09/634,Treatment of pancreatic cancer,MBiotec GmbH,15/05/2009,,,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
1236,"(S)-2-nitro-6-(4-(trifluoromethoxy)benzyloxy)-6,7-dihydro-5H-imidazo[2,1-b][1,3]oxazine",EU/3/07/513,Treatment of tuberculosis,FGK Representative Service GmbH,29/11/2007,,,tuberculosis,http://purl.obolibrary.org/obo/DOID_399,,http://www.orpha.net/ORDO/Orphanet_3389,D014376,Q12204,,Q12204
1237,(S)-3-(1-(9H-purin-6-ylamino)ethyl)-8-chloro-2-phenylisoquinolin-1(2H)-one,EU/3/13/1125,Treatment of chronic lymphocytic leukaemia/small lymphocytic lymphoma,Voisin Consulting S.A.R.L.,26/04/2013,,,chronic lymphocytic leukemia/small lymphocytic lymphoma,http://purl.obolibrary.org/obo/DOID_6354,,,,Q18557229,,
1238,(S)-3-(1-(9H-purin-6-ylamino)ethyl)-8-chloro-2-phenylisoquinolin-1(2H)-one,EU/3/13/1157,Treatment of follicular lymphoma,Voisin Consulting S.A.R.L.,17/07/2013,,,follicular lymphoma,http://purl.obolibrary.org/obo/DOID_0050873,,http://www.orpha.net/ORDO/Orphanet_545,D008224,Q123251,,
1239,"(S)-3'-(OH)-desazadesferrithiocin-polyether, magnesium salt",EU/3/09/647,Treatment of chronic iron overload requiring chelation therapy,Shire Pharmaceutical Development Limited,24/07/2009,,,chronic iron overload requiring chelation therapy,,,,,,,
1240,"S3,S13-cyclo(D-tyrolsyl-L-isoleucyl-L-cysteinyl-L-valyl-1-methyl-L-tryptophyl-L-glutaminyl-L-aspartyl-L-tryptophyl-N-methyl-L-glycyl-L-alanyl-L-histidyl-L-arginyl-L-cysteinyl-N-methyl-L-isoleucinamide)",EU/3/14/1327,Treatment of paroxysmal nocturnal haemoglobinuria,Amyndas Pharmaceuticals S.A.,22/08/2014,,Q27290286,paroxysmal nocturnal hemoglobinuria,http://purl.obolibrary.org/obo/DOID_0060284,http://purl.obolibrary.org/obo/HP_0004818,http://www.orpha.net/ORDO/Orphanet_231527,D006457,Q1479494,,Q1479494
1241,"S3,S13-cyclo(D-tyrolsyl-L-isoleucyl-L-cysteinyl-L-valyl-1-methyl-L-tryptophyl-L-glutaminyl-L-aspartyl-L-tryptophyl-N-methyl-L-glycyl-L-alanyl-L-histidyl-L-arginyl-L-cysteinyl-N-methyl-L-isoleucinamide)",EU/3/16/1608,Treatment of C3 glomerulopathy,Amyndas Pharmaceuticals S.A.,17/02/2016,,Q27290286,c3 glomerulopathy,,,http://www.orpha.net/ORDO/Orphanet_329918,,,,
1242,"(S)-6-hydroxy-2,5,7,8-tetramethyl-N-((R)-piperidin-3-yl)chroman-2-carboxamide hydrochloride",EU/3/14/1336,Treatment of Leigh syndrome,Khondrion BV,15/10/2014,,,leigh syndrome,http://purl.obolibrary.org/obo/DOID_3652,,http://www.orpha.net/ORDO/Orphanet_506,D007888,Q1815019,Q1815019,Q1815019
1243,"(S)-6-hydroxy-2,5,7,8-tetramethyl-N-((R)-piperidin-3-yl)chroman-2-carboxamide hydrochloride",EU/3/15/1543,"Treatment of mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes",Khondrion BV,10/08/2015,,,"mitochondrial encephalomyopathy, lactic acidosis, and strokelike episodes",,,,D017241,,,Q2666433
1244,"(S)-{8-fluoro-2-2[4-(3-methoxyphenyl)-1-piperazinyl]-3-[2-methoxy-5-(trifluoromethyl)-phenyl]-3,4-dihydro-4-quinazolinyl} acetic acid",EU/3/11/849,Prevention of cytomegalovirus disease in patients with impaired cell-mediated immunity deemed at risk,Merck Sharp & Dohme Limited,15/04/2011,,,cytomegalovirus disease in patients with impaired cellmediated immunity deemed at risk,,,,,,,
1245,"S-acetyl-(S)-4'-phosphopantetheine, calcium salt",EU/3/16/1654,Treatment of pantothenate-kinase-associated neurodegeneration,Acies Bio d.o.o.,28/04/2016,,,pantothenatekinaseassociated neurodegeneration,,,,,,,
1246,Sacrosidase,EU/3/13/1183,Treatment of congenital sucrase-isomaltase deficiency,QOL Therapeutics UK Ltd,05/08/2013,,,congenital sucraseisomaltase deficiency,,,http://www.orpha.net/ORDO/Orphanet_35122,,,,
1247,Salirasib,EU/3/11/871,Treatment of pancreatic cancer,Kadmon International Ltd,21/06/2011,,Q27088685,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
1248,Sapacitabine,EU/3/08/557,Treatment of myelodysplastic syndromes,Cyclacel Limited,08/07/2008,,Q7420893,myelodysplastic syndromes,,,,D009190,,,Q954625
1249,Sapacitabine,EU/3/08/558,Treatment of acute myeloid leukaemia,Cyclacel Limited,10/07/2008,,Q7420893,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
1250,Sarizotan hydrochloride,EU/3/15/1531,Treatment of Rett syndrome,Newron Pharmaceuticals SpA,28/07/2015,,Q27262685,rett syndrome,http://purl.obolibrary.org/obo/DOID_1206,,http://www.orpha.net/ORDO/Orphanet_778,D015518,Q917357,,Q917357
1251,Self-complementary adeno-associated viral vector serotype 9 containing the SGSH gene,EU/3/16/1761,Treatment of mucopolysaccharidosis type IIIA (Sanfilippo A syndrome),Ser-mes Planificación SL,14/10/2016,,,mucopolysaccharidosis type iiia (sanfilippo a syndrome),,,,,,,
1252,Selinexor,EU/3/14/1354,Treatment of chronic lymphocytic leukaemia / small lymphocytic lymphoma,Karyopharm Europe GmbH,19/11/2014,,Q27256082,chronic lymphocytic leukemia / small lymphocytic lymphoma,,,,,,,
1253,Selinexor,EU/3/14/1355,Treatment of plasma cell myeloma,Karyopharm Europe GmbH,19/11/2014,,Q27256082,plasma cell myeloma,http://purl.obolibrary.org/obo/DOID_9538,,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
1254,"(S)-ethyl 2-amino-3-(4-(2-amino-6-((R)-1-(4-chloro-2-(3-methyl-1H-pyrazol-1-yl)phenyl)-2,2,2-trifluoroethoxy)pyrimidin-4-yl)phenyl)propanoate",EU/3/09/661,Treatment of carcinoid syndrome,Ipsen Pharma,08/10/2009,,,carcinoid syndrome,,,,,,,
1255,Setmelanotide,EU/3/16/1688,Treatment of Prader-Willi syndrome,TMC Pharma Services Ltd,27/06/2016,,Q21098917,praderwilli syndrome,http://purl.obolibrary.org/obo/DOID_11983,,http://www.orpha.net/ORDO/Orphanet_739,D011218,Q594013,,Q594013
1256,Setmelanotide,EU/3/16/1703,Treatment of pro-opiomelanocortin deficiency,TMC Pharma Services Ltd,14/07/2016,,Q21098917,proopiomelanocortin deficiency,,,,,,,
1257,Sevuparin sodium,EU/3/15/1433,Treatment of sickle cell disease,Dilaforette AB,12/02/2015,,,sickle cell disease,,,http://www.orpha.net/ORDO/Orphanet_232,D000755,,,Q185034
1258,Sialic acid,EU/3/12/972,Treatment of GNE myopathy,Ultragenyx Germany GmbH,05/03/2012,,Q27120624,gne myopathy,,,http://www.orpha.net/ORDO/Orphanet_602,,,Q3331460,
1259,Sildenafil citrate,EU/3/10/815,Treatment of postcardiotomy right ventricular failure,Pfizer Limited,26/11/2010,,Q27126379,postcardiotomy right ventricular failure,,,,,,,
1260,"Silibinin-C-2',3-dihydrogensuccinate, disodium salt",EU/3/10/828,Prevention of recurrent hepatitis C in liver transplant recipients,Rottapharm S.p.A,17/12/2010,,,recurrent hepatitis c in liver transplant recipients,,,,,,,
1261,"Sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol and palmitic acid",EU/3/01/079,Treatment of acute lung injury,Pharm Research Associates (UK) Limited,04/02/2002,,,acute lung injury,,,http://www.orpha.net/ORDO/Orphanet_178320,D055371,,,
1262,"Sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol and palmitic acid",EU/3/04/216,Prevention of respiratory distress syndrome in premature neonates of less than 32 weeks of gestational age,Pharm Research Associates (UK) Limited,29/07/2004,,,respiratory distress syndrome in premature neonates of less than 32 weeks of gestational age,,,,,,,
1263,"Sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol and palmitic acid",EU/3/04/217,Treatment of respiratory distress syndrome in premature neonates of less than 37 weeks of gestational age,Pharm Research Associates (UK) Limited,29/07/2004,,,respiratory distress syndrome in premature neonates of less than 37 weeks of gestational age,,,,,,,
1264,"Sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol, sodium salt and palmitic acid",EU/3/11/927,Treatment of cystic fibrosis,Pharm Research Associates (UK) Limited,27/10/2011,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
1265,Sindbis virus envelope pseudotyped lentiviral vector encoding New York esophageal squamous cell carcinoma-1 protein,EU/3/16/1636,Treatment of soft tissue sarcoma,Immune Design Ltd,21/03/2016,,,soft tissue sarcoma,,http://purl.obolibrary.org/obo/HP_0030448,http://www.orpha.net/ORDO/Orphanet_3394,D012509,,,Q18975788
1266,Single-chain urokinase plasminogen activator,EU/3/14/1383,Treatment of pleural empyema,Coté Orphan Consulting UK Limited,16/12/2014,,,pleural empyema,http://purl.obolibrary.org/obo/DOID_3798,http://purl.obolibrary.org/obo/HP_0011919,http://www.orpha.net/ORDO/Orphanet_449266,D016724,Q200781,,Q200781
1267,Siponimod,EU/3/14/1369,Treatment of dermatomyositis,Novartis Europharm Limited,19/11/2014,,Q27288262,dermatomyositis,http://purl.obolibrary.org/obo/DOID_10223,,http://www.orpha.net/ORDO/Orphanet_221,D003882,Q681160,,Q6318950
1268,Siponimod,EU/3/14/1370,Treatment of polymyositis,Novartis Europharm Limited,19/11/2014,,Q27288262,polymyositis,,,http://www.orpha.net/ORDO/Orphanet_732,D017285,,,
1269,Sirolimus,EU/3/11/898,Treatment of chronic non-infectious uveitis,Santen Oy,30/08/2011,,Q32089,chronic noninfectios uveitis,,,,,,,
1270,Sirolimus,EU/3/13/1204,Prevention of arteriovenous access dysfunction in patients undergoing surgical creation of an arteriovenous access for haemodialysis,S-cubed Ltd,13/11/2013,,Q32089,arteriovenos access dysfunction in patients undergoing surgical creation of an arteriovenos access for hemodialysis,,,,,,,
1271,Sirolimus,EU/3/15/1557,Treatment of tuberous sclerosis,Desitin Arzneimittel GmbH,09/10/2015,,Q32089,tuberos sclerosis,http://purl.obolibrary.org/obo/DOID_13515,,http://www.orpha.net/ORDO/Orphanet_805,D014402,Q1362721,,Q1362721
1272,Sirolimus,EU/3/15/1585,Treatment of beta thalassaemia intermedia and major,Rare Partners srl Impresa Sociale,14/12/2015,,Q32089,beta thalassemia intermedia and major,,,,,,,
1273,Sirolimus,EU/3/16/1704,Treatment of sporadic lymphangioleiomyomatosis,Best Regulatory Consulting Ltd,14/07/2016,,Q32089,sporadic lymphangioleiomyomatosis,,,,,,,
1274,Skin equivalent graft genetically corrected with a COL7A1-encoding SIN retroviral vector,EU/3/09/630,Treatment of dystrophic epidermolysis bullosa,Prof. Alain Hovnanian,30/04/2009,,,dystrophic epidermolysis bullosa,http://purl.obolibrary.org/obo/DOID_4959,,http://www.orpha.net/ORDO/Orphanet_303,D016108,Q3589131,,Q3589131
1275,Smilagenin,EU/3/11/914,Treatment of amyotrophic lateral sclerosis,QRC Consultants Ltd,27/09/2011,,Q27103971,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
1276,"(S)-N-(5-((R)-2-(2,5-difluorophenyl)pyrrolidin-1-yl)pyrazolo[1,5-a]pyrimidin-3-yl)-3-hydroxypyrrolidine-1-carboxamide hydrogen sulfate",EU/3/15/1606,Treatment of soft tissue sarcoma,TMC Pharma Services Ltd,11/01/2016,,,soft tissue sarcoma,,http://purl.obolibrary.org/obo/HP_0030448,http://www.orpha.net/ORDO/Orphanet_3394,D012509,,,Q18975788
1277,S-nitrosoglutathione,EU/3/11/870,Treatment of pre-eclampsia,Salupont Consulting Ltd,13/05/2011,,Q7387071,preeclampsia,http://purl.obolibrary.org/obo/DOID_10591,http://purl.obolibrary.org/obo/HP_0100602,http://www.orpha.net/ORDO/Orphanet_275555,D011225,Q2421435,Q61335,Q2421435
1278,Sodium 2-hydroxylinoleate,EU/3/15/1485,Treatment of neuroblastoma,Ability Pharmaceuticals SL,24/04/2015,,Q2154494,neuroblastoma,http://purl.obolibrary.org/obo/DOID_769,http://purl.obolibrary.org/obo/HP_0003006,http://www.orpha.net/ORDO/Orphanet_635,D009447,Q938205,Q938205,Q938205
1279,"Sodium (2R,3S,5R)-5-(4-amino-2-oxo-1,3,5-triazin-1(2H)-yl)-2-(hydroxymethyl)tetrahydrofuran-3-yl ((2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9(6H)-yl)-3-hydroxytetrahydrofuran-2-yl)methyl phosphate",EU/3/15/1597,Treatment of acute myeloid leukaemia,Otsuka Pharmaceutical Europe Ltd.,14/12/2015,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
1280,"Sodium 3-[(4aR,6R,7R,7aS)-7-hydroxy-2-oxido-2-sulfanylidene-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-bromo-6-phenyl-5H-imidazo[1,2-a]purin-9-one",EU/3/15/1462,Treatment of retinitis pigmentosa,Universitätsklinikum Tübingen (UKT),19/03/2015,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
1281,Sodium acetate salt of the synthetic peptide H-D-Ala-Ser-Pro-Met-Leu-Val-Ala-Tyr-Asp-D-Ala-OH,EU/3/14/1294,Treatment for necrotising soft tissue infections,FGK Representative Service GmbH,29/07/2014,,,necrotising soft tissue infections,,,,,,,
1282,Sodium ascorbate and menadione sodium bisulfite,EU/3/14/1308,Treatment of autosomal dominant polycystic liver disease,MCA Regulatory Limited,22/08/2014,,,autosomal dominant polycystic liver disease,,,http://www.orpha.net/ORDO/Orphanet_2924,,,Q246002,
1283,Sodium benzoate,EU/3/15/1600,Treatment of hyperargininaemia,Syri Limited,11/01/2016,,Q423971,hyperargininemia,http://purl.obolibrary.org/obo/DOID_9278,,http://www.orpha.net/ORDO/Orphanet_90,D020162,Q890367,,Q890367
1284,Sodium benzoate,EU/3/15/1601,Treatment of argininosuccinic aciduria,Syri Limited,11/01/2016,,Q423971,argininosuccinic aciduria,http://purl.obolibrary.org/obo/DOID_14755,,http://www.orpha.net/ORDO/Orphanet_23,D056807,Q1654860,,Q1654860
1285,Sodium benzoate,EU/3/16/1705,Treatment of ornithine transcarbamylase deficiency,Lucane Pharma SA,14/07/2016,,Q423971,ornithine transcarbamylase deficiency,http://purl.obolibrary.org/obo/DOID_9271,,http://www.orpha.net/ORDO/Orphanet_664,D020163,Q3043161,,Q3043161
1286,Sodium benzoate,EU/3/16/1706,Treatment of carbamoyl-phosphate synthase-1 deficiency,Lucane Pharma SA,14/07/2016,,Q423971,carbamoylphosphate synthase1 deficiency,,,,,,,
1287,Sodium benzoate,EU/3/16/1707,Treatment of citrullinaemia type 1,Lucane Pharma SA,14/07/2016,,Q423971,citrullinemia type 1,,,http://www.orpha.net/ORDO/Orphanet_247525,D020159,,,Q859142
1288,Sodium benzoate,EU/3/16/1708,Treatment of hyperargininaemia,Lucane Pharma SA,14/07/2016,,Q423971,hyperargininemia,http://purl.obolibrary.org/obo/DOID_9278,,http://www.orpha.net/ORDO/Orphanet_90,D020162,Q890367,,Q890367
1289,Sodium benzoate,EU/3/16/1729,Treatment of lysinuric protein intolerance,Lucane Pharma SA,29/08/2016,,Q423971,lysinuric protein intolerance,http://purl.obolibrary.org/obo/DOID_0060439,,http://www.orpha.net/ORDO/Orphanet_470,,Q3153671,Q3153671,
1290,Sodium benzoate,EU/3/16/1730,Treatment of ornithine translocase deficiency,Lucane Pharma SA,29/08/2016,,Q423971,ornithine translocase deficiency,http://purl.obolibrary.org/obo/DOID_0050720,,http://www.orpha.net/ORDO/Orphanet_415,,Q7103627,Q7103627,
1291,Sodium benzoate,EU/3/16/1787,Treatment of argininosuccinic aciduria,Lucane Pharma SA,18/11/2016,,Q423971,argininosuccinic aciduria,http://purl.obolibrary.org/obo/DOID_14755,,http://www.orpha.net/ORDO/Orphanet_23,D056807,Q1654860,,Q1654860
1292,Sodium benzoate,EU/3/16/1788,Treatment of N-acetylglutamate synthetase deficiency,Lucane Pharma SA,18/11/2016,,Q423971,nacetylglutamate synthetase deficiency,,,,,,,
1293,Sodium butyrate (rectal use),EU/3/05/284,Prevention of radiation proctitis,Promefarm srl,27/05/2005,,,radiation proctitis,,,http://www.orpha.net/ORDO/Orphanet_70475,,,,
1294,Sodium chlorite,EU/3/13/1139,Treatment of amyotrophic lateral sclerosis,Shore Limited,19/06/2013,,Q411294,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
